source_file,year,round,rank,course,category,college,fees
MCC_PG_R1_2025.csv,2025,R1,1,M.D. (GENERAL MEDICINE),,"PGIMER, DR. RML Hospital, Cannaught Place, New Delhi,ABVIMS, DR. RML Hospital, Baba Kharak Singh Marg, Cannaught Place, New Delhi",
MCC_PG_R1_2025.csv,2025,R1,2,M.D. (GENERAL MEDICINE),,"Government Medical College Kozhikode,Government Medical College Kozhikode principalmcc@gmail.com, Kerala, 673008",
MCC_PG_R1_2025.csv,2025,R1,3,M.D. (GENERAL MEDICINE),,"PGIMER, DR. RML Hospital, Cannaught Place, New Delhi,ABVIMS, DR. RML Hospital, Baba Kharak Singh Marg, Cannaught Place, New Delhi",
MCC_PG_R1_2025.csv,2025,R1,4,M.D. (RADIO- DIAGNOSIS),,"Vardhman Mahavir Medical College, , New Delhi,Vardhman Mahavir Medical College, , New Delhi, Delhi (NCT), 110029",
MCC_PG_R1_2025.csv,2025,R1,5,M.D. (GENERAL MEDICINE),,"PGIMER, DR. RML Hospital, Cannaught Place, New Delhi,ABVIMS, DR. RML Hospital, Baba Kharak Singh Marg, Cannaught Place, New Delhi",
MCC_PG_R1_2025.csv,2025,R1,6,M.D. (GENERAL MEDICINE),,"PGIMER, DR. RML Hospital, Cannaught Place, New Delhi,ABVIMS, DR. RML Hospital, Baba Kharak Singh Marg, Cannaught Place, New Delhi",
MCC_PG_R1_2025.csv,2025,R1,7,M.D. (GENERAL MEDICINE),,"PGIMER, DR. RML Hospital, Cannaught Place, New Delhi,ABVIMS, DR. RML Hospital, Baba Kharak Singh Marg, Cannaught Place, New Delhi",
MCC_PG_R1_2025.csv,2025,R1,8,M.D. (GENERAL MEDICINE),,"Bangalore Medical College and Research Institute,Bangalore Medical College and Research Institute, Karnataka, 560002",
MCC_PG_R1_2025.csv,2025,R1,9,M.D. (GENERAL MEDICINE),,"MADRAS MEDICAL COLLEGE,EVR PERIYAR SALAI, CHENNAI-03, Tamil Nadu, 600003",
MCC_PG_R1_2025.csv,2025,R1,10,M.D. (GENERAL MEDICINE),,"PGIMER, DR. RML Hospital, Cannaught Place, New Delhi,ABVIMS, DR. RML Hospital, Baba Kharak Singh Marg, Cannaught Place, New Delhi",
MCC_PG_R1_2025.csv,2025,R1,11,M.D. (RADIO- DIAGNOSIS),,"Vardhman Mahavir Medical College, , New Delhi,Vardhman Mahavir Medical College, , New Delhi, Delhi (NCT), 110029",
MCC_PG_R1_2025.csv,2025,R1,12,M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),,"MADRAS MEDICAL COLLEGE,EVR PERIYAR SALAI, CHENNAI-03, Tamil Nadu, 600003",
MCC_PG_R1_2025.csv,2025,R1,13,M.D. (GENERAL MEDICINE),,"Government medical college patiala.,Government medical college patiala., Punjab, 147001",
MCC_PG_R1_2025.csv,2025,R1,14,M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),,"Vardhman Mahavir Medical College, , New Delhi,Vardhman Mahavir Medical College, , New Delhi, Delhi (NCT), 110029",
MCC_PG_R1_2025.csv,2025,R1,15,M.D. (GENERAL MEDICINE),,"PGIMER, DR. RML Hospital, Cannaught Place, New Delhi,ABVIMS, DR. RML Hospital, Baba Kharak Singh Marg, Cannaught Place, New Delhi",
MCC_PG_R1_2025.csv,2025,R1,16,M.D. (GENERAL MEDICINE),,"NIZAMS INSTITUTE OF MEDICAL SCIENCES,NIZAMS INSTITUTE OF MEDICAL SCIENCES PANJAGUTTA HYDERABAD, Telangana, 500082",
MCC_PG_R1_2025.csv,2025,R1,17,M.D. (RADIO- DIAGNOSIS),,"B. J. MEDICAL COLLEGE, Ahmedabad,B.J. Medical College, New Civil Hospital Asarwa,Ahmedabad-380016,Gujarat,India, Gujarat, 380016",
MCC_PG_R1_2025.csv,2025,R1,18,M.D. (RADIO- DIAGNOSIS),,"Sawai Man Singh Medical College, JAIPUR,Sawai Man Singh Medical College, JLN Marg, Jaipur-302004, Rajasthan, 302004",
MCC_PG_R1_2025.csv,2025,R1,19,M.D. (GENERAL MEDICINE),,"B. J. MEDICAL COLLEGE, Ahmedabad,B.J. Medical College, New Civil Hospital Asarwa,Ahmedabad-380016,Gujarat,India, Gujarat, 380016",
MCC_PG_R1_2025.csv,2025,R1,20,"M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SKIN and VENEREAL DISEASES)/(VENEREOL OGY)",,"Government Medical College Kozhikode,Government Medical College Kozhikode principalmcc@gmail.com, Kerala, 673008",
MCC_PG_R1_2025.csv,2025,R1,21,M.D. (RADIO- DIAGNOSIS),,"Vardhman Mahavir Medical College, , New Delhi,Vardhman Mahavir Medical College, , New Delhi, Delhi (NCT), 110029",
MCC_PG_R1_2025.csv,2025,R1,22,M.S. (GENERAL SURGERY),,"Osmania Medical Collge,5-1-876, Turrebaz Khan Rd, Troop Bazaar, Koti, Hyderabad, Telangana, Telangana, 500095",
MCC_PG_R1_2025.csv,2025,R1,23,M.D. (RADIO- DIAGNOSIS),,"Vardhman Mahavir Medical College, , New Delhi,Vardhman Mahavir Medical College, , New Delhi, Delhi (NCT), 110029",
MCC_PG_R1_2025.csv,2025,R1,24,M.D. (RADIO- DIAGNOSIS),,"Seth Gordhandas Sunderdas Medical College, MUMBAI,Seth Gordhandas Sunderdas Medical College, Acharya Donde Marg Parel MUMBAI, Maharashtra, 400012",
MCC_PG_R1_2025.csv,2025,R1,25,M.D. (RADIO- DIAGNOSIS),,"Vardhman Mahavir Medical College, , New Delhi,Vardhman Mahavir Medical College, , New Delhi, Delhi (NCT), 110029",
MCC_PG_R1_2025.csv,2025,R1,26,M.D. (GENERAL MEDICINE),,"Bangalore Medical College and Research Institute,Bangalore Medical College and Research Institute, Karnataka, 560002",
MCC_PG_R1_2025.csv,2025,R1,27,M.D. (GENERAL MEDICINE),,"Srirama Chandra Bhanja Medical College, CUTTACK,Srirama Chandra Bhanja Medical College, CUTTACK, Odisha, 753007",
MCC_PG_R1_2025.csv,2025,R1,28,M.D. (RADIO- DIAGNOSIS),,"MADRAS MEDICAL COLLEGE,EVR PERIYAR SALAI, CHENNAI-03, Tamil Nadu, 600003",
MCC_PG_R1_2025.csv,2025,R1,29,"M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SKIN and VENEREAL DISEASES)/(VENEREOL OGY)",,"PGIMER, DR. RML Hospital, Cannaught Place, New Delhi,ABVIMS, DR. RML Hospital, Baba Kharak Singh Marg, Cannaught Place, New Delhi",
MCC_PG_R1_2025.csv,2025,R1,30,M.D. (GENERAL MEDICINE),,"Vardhman Mahavir Medical College, , New Delhi,Vardhman Mahavir Medical College, , New Delhi, Delhi (NCT), 110029",
MCC_PG_R1_2025.csv,2025,R1,31,M.D. (GENERAL MEDICINE),,"NIZAMS INSTITUTE OF MEDICAL SCIENCES,NIZAMS INSTITUTE OF MEDICAL SCIENCES PANJAGUTTA HYDERABAD, Telangana, 500082",
MCC_PG_R1_2025.csv,2025,R1,32,M.D. IN NUCLEAR MEDICINE,,"Sanjay Gandhi Postgarduate Institute of Medical Sciences,Sanjay Gandhi Postgarduate Institute of Medical Sciences, Uttar Pradesh, 226014",
MCC_PG_R1_2025.csv,2025,R1,33,M.D. (GENERAL MEDICINE),,"B. J. MEDICAL COLLEGE, Ahmedabad,B.J. Medical College, New Civil Hospital Asarwa,Ahmedabad-380016,Gujarat,India, Gujarat, 380016",
MCC_PG_R1_2025.csv,2025,R1,34,M.D. (GENERAL MEDICINE),,"Maulana Azad Medical College,Maulana Azad Medical College, Delhi (NCT), 110002",
MCC_PG_R1_2025.csv,2025,R1,35,M.D. (RADIO- DIAGNOSIS),,"Government Medical College Kozhikode,Government Medical College Kozhikode principalmcc@gmail.com, Kerala, 673008",
MCC_PG_R1_2025.csv,2025,R1,36,M.D. (PAEDIATRICS),,"Lady Hardinge Medical College,Lady Hardinge Medical College, Delhi (NCT), 110001",
MCC_PG_R1_2025.csv,2025,R1,37,M.D. (GENERAL MEDICINE),,"Vardhman Mahavir Medical College, , New Delhi,Vardhman Mahavir Medical College, , New Delhi, Delhi (NCT), 110029",
MCC_PG_R1_2025.csv,2025,R1,38,M.D. (RADIO- DIAGNOSIS),,"Vardhman Mahavir Medical College, , New Delhi,Vardhman Mahavir Medical College, , New Delhi, Delhi (NCT), 110029",
MCC_PG_R1_2025.csv,2025,R1,39,M.D. (RADIO- DIAGNOSIS),,"GOVT. MEDICAL COLLEGE AND HOSPITAL, CHANDIGARH,GOVT. MEDICAL COLLEGE AND HOSPITAL, CHANDIGARH, Chandigarh, 160030",
MCC_PG_R1_2025.csv,2025,R1,40,M.D. (GENERAL MEDICINE),,"Vardhman Mahavir Medical College, , New Delhi,Vardhman Mahavir Medical College, , New Delhi, Delhi (NCT), 110029",
MCC_PG_R1_2025.csv,2025,R1,41,M.D. (RADIO- DIAGNOSIS),,"Vardhman Mahavir Medical College, , New Delhi,Vardhman Mahavir Medical College, , New Delhi, Delhi (NCT), 110029",
MCC_PG_R1_2025.csv,2025,R1,42,M.D. (RADIO- DIAGNOSIS),,"Maulana Azad Medical College,Maulana Azad Medical College, Delhi (NCT), 110002",
